user_id,username,name,phone,email,governorate,city,is_active,profession,profession_ar,experience_years,average_rating,completed_jobs,accept_rate,is_available,is_verified,is_featured,hourly_rate,minimum_charge,currency,date_joined,profile_created_at
813,user813,Amany Youssef,01039119785,user813@example.com,aswan,edfu,True,نقل عفش,نقل عفش,12,3.9,293,67.8,False,True,True,,200.0,EGP,2025-07-18 18:30:32,2026-05-19 06:58:27
817,user817,Mahmoud Hussein,01017080348,,dakahlia,dikirnis,True,حدائق,حدائق,7,3.2,139,72.3,True,False,False,50.0,75.0,EGP,2025-05-06 05:20:05,2026-04-22 17:18:05
821,user821,Sara Gamal,01055604049,user821@example.com,cairo,new_cairo,True,سباكه,سباكه,16,3.3,223,75.1,True,True,False,80.0,,EGP,2025-11-15 23:18:17,2026-02-02 09:01:20
829,user829,Mohamed Youssef,01020892520,,port_said,el_arab,True,نجاره,نجاره,2,2.5,104,82.1,True,True,False,30.0,,EGP,2024-06-13 09:43:49,2025-09-10 21:01:16
830,user830,Mohamed Hussein,01035855513,user830@example.com,giza,dokki,True,نجاره,نجاره,17,4.0,69,65.3,True,True,False,40.0,250.0,EGP,2025-11-03 14:16:04,2026-03-31 18:47:15
831,user831,Reem Hassan,01020678134,user831@example.com,suez,faisal,True,كهربا,كهربا,4,3.1,11,88.5,True,True,False,,180.0,EGP,2024-10-16 01:00:05,2025-02-01 06:00:30
832,user832,Emad Hussein,01040563463,,dakahlia,nabaroh,True,تكييف,تكييف,11,2.8,233,64.7,False,True,False,60.0,200.0,EGP,2024-10-21 03:18:54,2024-11-15 09:12:37
833,user833,Rania Adel,01042315695,user833@example.com,kafr_el_sheikh,baltim,True,نظافه,نظافه,6,4.1,296,63.4,False,True,False,40.0,180.0,EGP,2025-10-02 10:59:11,2025-10-31 01:41:59
834,user834,Mahmoud Gamal,01093194239,user834@example.com,sohag,tahta,True,نجاره,نجاره,3,4.3,153,84.3,True,True,False,50.0,100.0,EGP,2024-09-07 12:21:50,2024-10-28 06:45:08
837,user837,Hassan Rashid,,user837@example.com,aswan,edfu,True,كمبيوتر,كمبيوتر,3,3.1,193,81.0,True,True,False,,100.0,EGP,2025-12-22 09:48:36,2026-03-26 17:31:15
838,user838,Dina Youssef,01022730042,user838@example.com,dakahlia,dikirnis,True,نجاره,نجاره,6,4.4,253,92.4,False,True,False,25.0,120.0,EGP,2025-07-22 02:39:32,2026-02-08 19:22:18
840,user840,Nour Hassan,01053390242,user840@example.com,matrouh,el_nagila,True,كمبيوتر,كمبيوتر,10,4.5,147,84.2,True,False,False,,100.0,EGP,2025-11-03 10:03:01,2025-12-17 19:39:20
841,user841,Samar Ali,01055443506,user841@example.com,qalyubia,tukh,True,كمبيوتر,كمبيوتر,11,4.9,187,70.9,True,True,False,,200.0,EGP,2026-02-06 18:17:20,2026-03-12 13:26:26
842,user842,Marwa Shaker,01059602515,user842@example.com,matrouh,marsa_matrouh,True,حدائق,حدائق,3,3.7,56,79.4,True,True,True,45.0,120.0,EGP,2024-07-20 01:25:42,2026-04-26 19:25:02
848,user848,Ramy Mostafa,01043316392,user848@example.com,minya,malawi,True,نجاره,نجاره,9,3.7,5,72.4,True,True,False,45.0,250.0,EGP,2024-07-05 23:26:10,2024-08-03 06:20:37
850,user850,Sameh Tawfik,01046715535,user850@example.com,dakahlia,dikirnis,True,نقل عفش,نقل عفش,8,4.9,45,75.3,False,False,False,,,EGP,2025-08-16 10:43:03,2026-02-16 12:37:04
855,user855,Ali Said,01084851157,user855@example.com,damietta,damietta,True,نقل عفش,نقل عفش,13,4.2,163,67.9,True,True,False,80.0,180.0,EGP,2024-11-17 23:00:37,2025-08-26 13:28:49
858,user858,Maged Shaker,01063308797,user858@example.com,suez,suez,True,حدائق,حدائق,17,3.3,59,83.4,True,True,False,,75.0,EGP,2025-06-26 17:53:15,2026-01-15 10:19:02
859,user859,Nermeen Rashid,01091553176,,matrouh,siwa,True,كهربا,كهربا,8,4.3,205,78.1,True,True,False,80.0,250.0,EGP,2025-02-16 16:01:39,2025-03-11 10:30:07
862,user862,Rania Hamdy,,,alexandria,agamy,True,تكييف,تكييف,8,3.7,2,97.2,True,False,False,35.0,200.0,EGP,2024-12-22 23:56:22,2025-09-15 22:32:31
863,user863,Nour Gamal,01099526487,user863@example.com,aswan,kom_ombo,True,نظافه,نظافه,13,3.2,259,98.9,True,True,False,35.0,50.0,EGP,2025-12-12 07:09:54,2025-12-12 07:09:54
866,user866,Nour Omar,01041514701,,port_said,el_manakh,True,دهان,دهان,12,2.6,121,73.0,True,False,False,75.0,,EGP,2024-07-05 22:02:30,2026-05-19 04:36:48
872,user872,Laila Samy,01058139696,user872@example.com,suez,faisal,True,حدائق,حدائق,16,4.0,69,86.5,True,True,False,40.0,75.0,EGP,2025-09-25 12:50:49,2026-04-03 22:56:57
879,user879,Amr Adel,01095257731,user879@example.com,asyut,manfalut,True,نظافه,نظافه,21,4.5,28,91.3,True,True,False,45.0,120.0,USD,2025-08-25 08:16:03,2025-09-10 10:50:12
880,user880,Khaled Gamal,01082345677,user880@example.com,alexandria,montaza,True,صيانه منزليه,صيانه منزليه,11,3.4,70,83.7,True,False,False,,,EGP,2025-05-11 12:44:20,2026-05-18 11:20:39
882,user882,Sherine Samy,,user882@example.com,sharqia,kafr_saqr,True,نجاره,نجاره,17,4.7,125,68.8,True,False,False,40.0,,EGP,2025-08-13 01:52:33,2025-12-19 08:39:22
884,user884,Aya Hassan,01079355175,user884@example.com,beheira,edku,True,تكييف,تكييف,4,3.7,181,81.1,True,False,True,40.0,,EGP,2025-03-02 19:05:32,2025-05-06 19:54:13
886,user886,Omar Fahmy,01076216456,user886@example.com,beheira,edku,True,حدائق,حدائق,25,2.7,294,88.4,True,False,True,45.0,,EGP,2024-03-09 03:45:59,2025-02-23 21:19:46
888,user888,Samar Hassan,01066674138,user888@example.com,ismailia,el_tal_el_kebeer,True,دهان,دهان,20,3.7,82,65.5,True,False,False,100.0,150.0,EGP,2026-04-24 06:34:32,2026-04-26 20:26:40
891,user891,Ibrahim Ali,01088594257,,dakahlia,dikirnis,True,كمبيوتر,كمبيوتر,6,4.0,208,77.7,True,True,False,45.0,150.0,EGP,2024-01-18 09:19:42,2025-05-07 14:41:42
893,user893,Ayman Hussein,01019742877,user893@example.com,giza,mohandessin,True,نجاره,نجاره,20,4.8,237,96.9,True,True,False,40.0,150.0,EGP,2024-07-16 05:14:49,2025-07-28 01:45:29
896,user896,Laila Adel,01085388309,user896@example.com,qalyubia,tukh,True,دهان,دهان,12,5.0,229,85.5,True,True,False,40.0,120.0,EGP,2026-03-20 17:55:30,2026-06-16 22:59:07
897,user897,Yasmin Tawfik,01055833023,user897@example.com,dakahlia,mansoura,True,تكييف,تكييف,11,3.0,74,94.4,True,True,False,60.0,180.0,EGP,2025-07-28 00:44:46,2025-07-28 00:44:46
898,user898,Reem Fouad,01098719102,user898@example.com,asyut,abu_tig,True,نقل عفش,نقل عفش,4,4.6,245,63.7,True,False,False,40.0,200.0,EGP,2026-03-05 11:51:49,2026-05-16 17:09:29
902,user902,Dina Gamal,01046338173,user902@example.com,asyut,abnub,True,دهان,دهان,1,2.8,171,90.5,True,True,False,45.0,,EGP,2024-11-15 14:18:46,2026-04-13 16:37:47
903,user903,Sherif Fouad,,user903@example.com,dakahlia,talkha,True,نجاره,نجاره,1,4.8,65,65.3,False,True,False,35.0,200.0,EGP,2024-04-21 22:13:40,2025-12-29 08:22:55
905,user905,Hassan Omar,01017315154,,suez,ganaen,True,حدائق,حدائق,13,4.1,284,87.8,True,True,False,100.0,200.0,EGP,2025-08-24 00:06:24,2026-03-21 16:10:53
906,user906,Ali Adel,01086043381,user906@example.com,sharqia,hataba,True,تكييف,تكييف,8,4.8,260,94.2,True,True,True,100.0,180.0,EGP,2026-04-11 10:32:46,2026-04-19 07:02:05
911,user911,Ramy Rashid,01013090576,user911@example.com,giza,6th_october,True,سباكه,سباكه,1,2.8,269,72.2,True,True,False,,100.0,EGP,2025-11-20 22:28:51,2026-01-09 20:11:39
917,user917,Heba Naguib,01034967191,,alexandria,miami,True,كمبيوتر,كمبيوتر,24,3.5,148,93.9,True,False,False,,75.0,EGP,2024-05-03 02:51:14,2024-05-23 10:23:27
919,user919,Khaled Omar,01084281278,user919@example.com,minya,malawi,True,تكييف,تكييف,11,4.5,103,66.9,True,True,True,30.0,200.0,EGP,2024-04-29 16:32:16,2024-10-18 21:35:41
920,user920,Dina Said,,user920@example.com,damietta,new_damietta,True,سباكه,سباكه,11,2.7,197,71.7,True,True,False,50.0,100.0,EGP,2025-01-16 14:22:00,2025-11-03 18:18:30
923,user923,Nermeen Shaker,01064384837,user923@example.com,damietta,farskour,True,كمبيوتر,كمبيوتر,16,3.9,221,83.4,False,False,False,,,EGP,2025-09-19 10:25:33,2025-09-19 10:25:33
925,user925,Tarek Gamal,,,aswan,edfu,True,كهربا,كهربا,17,3.8,272,72.2,True,False,False,,250.0,EGP,2025-04-10 06:50:20,2025-04-26 22:47:02
926,user926,Amany Ibrahim,01068925077,,port_said,el_zohour,True,دهان,دهان,7,3.9,270,85.8,True,False,False,45.0,150.0,EGP,2024-08-05 05:48:13,2026-05-14 06:56:36
933,user933,Karim Youssef,01038268399,user933@example.com,cairo,maadi,True,نجاره,نجاره,8,4.3,63,77.3,True,False,True,35.0,120.0,EGP,2024-10-29 03:14:28,2025-02-04 07:38:10
936,user936,Yasmin Fahmy,01064319134,user936@example.com,qalyubia,shubra_el_kheima,True,سباكه,سباكه,2,2.7,185,90.3,False,True,False,75.0,150.0,EGP,2024-02-04 12:36:55,2024-03-16 03:11:38
940,user940,Sherine Naguib,01055112093,user940@example.com,suez,ganaen,True,نظافه,نظافه,22,4.1,17,83.3,True,True,False,60.0,120.0,EGP,2024-11-28 11:33:48,2025-01-06 15:48:57
942,user942,Hassan Naguib,01057949350,user942@example.com,alexandria,smouha,False,كمبيوتر,كمبيوتر,10,3.3,39,83.9,True,True,False,,200.0,EGP,2026-01-01 23:54:46,2026-02-17 06:52:36
945,user945,Mona Rashid,01073439392,user945@example.com,suez,faisal,True,نجاره,نجاره,16,2.7,246,91.0,True,True,False,35.0,,EGP,2024-12-13 15:34:01,2025-12-04 15:40:18
947,user947,Hassan Hussein,01052943014,user947@example.com,sharqia,belbeis,True,دهان,دهان,2,4.0,139,96.3,True,True,False,,150.0,EGP,2024-06-16 06:23:45,2024-11-29 14:15:06
949,user949,Maha Rashid,01070345934,user949@example.com,alexandria,miami,True,تكييف,تكييف,1,4.5,37,75.9,True,True,True,60.0,50.0,EGP,2025-08-28 03:48:53,2025-10-30 07:40:24
951,user951,Ramy Omar,01094763590,user951@example.com,qalyubia,tukh,True,نجاره,نجاره,22,3.3,190,81.8,True,True,False,25.0,,EGP,2026-02-08 12:16:17,2026-06-07 20:34:38
955,user955,Mostafa Said,01015195631,user955@example.com,matrouh,el_alamein,True,حدائق,حدائق,18,2.8,73,82.8,True,True,False,40.0,120.0,USD,2024-12-24 18:15:44,2025-09-12 07:14:18
956,user956,Mohamed Ibrahim,01063281778,user956@example.com,sohag,gerga,False,حدائق,حدائق,14,2.8,140,99.3,False,False,False,35.0,,EGP,2025-02-16 05:33:30,2025-02-16 05:33:30
958,user958,Nadia Ibrahim,01054102252,user958@example.com,alexandria,montaza,True,سباكه,سباكه,9,4.1,72,67.7,False,True,False,75.0,50.0,EGP,2024-11-27 12:40:16,2026-04-06 23:14:28
959,user959,Nour Ali,01044654107,,cairo,shubra,True,نجاره,نجاره,12,5.0,248,70.3,True,False,False,,120.0,EGP,2024-05-03 18:34:11,2024-05-03 18:34:11
961,user961,Omar Hussein,01046245645,user961@example.com,giza,dokki,True,سباكه,سباكه,14,4.0,133,75.6,True,False,True,60.0,250.0,EGP,2024-08-29 16:01:06,2025-05-25 01:36:05
965,user965,Reem Hussein,01098184498,user965@example.com,aswan,new_aswan,True,سباكه,سباكه,21,4.1,228,93.1,True,True,False,35.0,200.0,USD,2024-09-17 05:42:38,2025-05-28 10:39:55
967,user967,Laila Youssef,01085351481,user967@example.com,beni_suef,naser,True,كمبيوتر,كمبيوتر,15,3.4,154,91.4,True,True,False,25.0,,EGP,2024-01-12 13:18:04,2025-12-19 06:47:25
969,user969,Amr Youssef,01030540246,user969@example.com,luxor,armant,True,نظافه,نظافه,14,4.0,142,99.7,True,True,False,60.0,150.0,EGP,2024-03-01 11:44:35,2024-11-22 17:20:10
975,user975,Mahmoud Fahmy,01086371930,,sharqia,abu_hamad,True,كهربا,كهربا,2,2.8,251,86.5,True,True,True,,75.0,EGP,2024-09-03 16:45:07,2026-02-10 05:22:41
978,user978,Sameh Khaled,01091236074,user978@example.com,kafr_el_sheikh,metoubas,True,نظافه,نظافه,6,4.7,23,97.9,True,True,True,30.0,50.0,EGP,2025-03-22 20:50:41,2026-03-27 00:27:08
979,user979,Waleed Nabil,01027776946,,minya,maghagha,True,نجاره,نجاره,13,4.5,232,82.9,True,False,True,,120.0,EGP,2024-07-18 03:18:29,2024-12-21 01:58:13
981,user981,Mostafa Youssef,01026541550,,cairo,shubra,True,كهربا,كهربا,16,3.7,9,88.9,True,False,False,40.0,,EGP,2024-06-15 03:31:16,2024-08-02 13:25:20
982,user982,Waleed Youssef,01099369812,user982@example.com,aswan,nasr_nuba,True,كمبيوتر,كمبيوتر,20,3.3,173,60.4,True,True,False,25.0,75.0,EGP,2025-03-03 07:09:04,2025-10-10 14:07:24
983,user983,Sara Adel,01017998345,user983@example.com,suez,el_suez,True,نظافه,نظافه,24,3.9,221,75.6,True,True,False,100.0,50.0,USD,2025-11-10 13:20:55,2026-04-23 09:12:13
990,user990,Nadia Rashid,01042867782,user990@example.com,kafr_el_sheikh,desouk,True,دهان,دهان,3,3.5,43,65.3,True,True,False,40.0,150.0,EGP,2025-09-16 09:55:08,2025-10-11 12:22:49
994,user994,Yasmin Fouad,01010853168,,matrouh,el_alamein,True,نظافه,نظافه,4,3.4,120,82.2,True,True,False,25.0,,EGP,2025-01-09 16:57:38,2025-10-05 08:45:50
995,user995,Ibrahim Nabil,01010012470,user995@example.com,minya,bani_mazar,True,كهربا,كهربا,14,4.1,105,92.2,True,True,False,30.0,,EGP,2025-05-28 19:02:03,2026-05-31 03:06:47
997,user997,Amr Tawfik,01093033289,,beheira,kafr_el_dawwar,True,صيانه منزليه,صيانه منزليه,21,3.0,23,98.6,True,False,True,,50.0,USD,2024-11-20 18:43:44,2025-11-01 22:46:55
1001,user1001,Hoda Mostafa,01012688078,user1001@example.com,matrouh,el_nagila,True,صيانه منزليه,صيانه منزليه,16,3.1,202,76.8,True,False,False,75.0,250.0,EGP,2025-03-09 16:24:46,2025-03-09 16:24:46
1008,user1008,Hany Fahmy,01077648431,user1008@example.com,damietta,kafr_saad,True,تكييف,تكييف,21,3.6,22,73.5,True,False,False,100.0,150.0,EGP,2024-03-29 22:20:39,2024-07-12 19:41:11
1010,user1010,Samar Hassan,01015925231,user1010@example.com,ismailia,fayed,True,تكييف,تكييف,3,3.4,22,67.5,True,True,False,,100.0,EGP,2024-03-06 23:01:02,2025-08-06 11:48:22
1011,user1011,Laila Shaker,01030127103,user1011@example.com,qalyubia,qalyub,True,نقل عفش,نقل عفش,10,4.7,54,84.8,True,True,False,80.0,50.0,EGP,2025-06-20 11:39:42,2025-09-18 15:19:48
1014,user1014,Khaled Hassan,01043932270,user1014@example.com,cairo,maadi,True,تكييف,تكييف,8,3.2,298,85.8,True,True,True,100.0,120.0,EGP,2024-07-14 08:55:18,2024-12-17 06:47:48
1016,user1016,Sherine Youssef,01063698183,user1016@example.com,minya,malawi,True,نظافه,نظافه,11,4.5,88,81.4,True,False,False,45.0,180.0,EGP,2024-04-09 16:16:44,2024-04-09 16:16:44
1018,user1018,Laila Tawfik,01049141287,user1018@example.com,luxor,karnak,True,نظافه,نظافه,19,4.9,212,96.4,True,True,False,30.0,75.0,EGP,2024-06-10 16:51:51,2025-01-31 00:14:08
1024,user1024,Maged Hussein,01039096022,user1024@example.com,sharqia,hataba,True,كهربا,كهربا,21,3.7,300,70.1,False,True,True,25.0,75.0,EGP,2024-03-16 01:53:07,2024-06-20 12:05:25
1028,user1028,Sherif Shaker,01017777252,user1028@example.com,matrouh,marsa_matrouh,True,تكييف,تكييف,1,2.9,271,88.9,True,False,False,75.0,,EGP,2025-10-07 11:22:09,2025-10-07 11:22:09
1030,user1030,Mahmoud Ibrahim,01066139112,user1030@example.com,minya,samalut,True,تكييف,تكييف,16,3.4,200,92.6,False,True,False,25.0,,EGP,2024-09-01 22:39:56,2026-04-03 12:23:55
1039,user1039,Fatima Fouad,01071230430,user1039@example.com,aswan,nasr_nuba,True,نقل عفش,نقل عفش,20,3.6,215,72.1,True,False,False,25.0,,EGP,2025-10-15 14:14:47,2025-12-09 15:03:15
1041,user1041,Ali Omar,01039934299,user1041@example.com,asyut,el_quossia,True,نظافه,نظافه,14,3.5,170,76.5,True,False,False,,100.0,EGP,2024-10-29 01:39:29,2024-11-20 21:56:37
1043,user1043,Tarek Samy,01079821206,user1043@example.com,beheira,kafr_el_dawwar,True,نجاره,نجاره,13,4.8,140,67.2,True,True,True,,250.0,EGP,2025-04-25 19:03:42,2025-07-29 19:20:33
1044,user1044,Nadia Youssef,01068270386,user1044@example.com,cairo,downtown,True,صيانه منزليه,صيانه منزليه,14,4.9,37,84.3,True,True,False,,180.0,USD,2024-01-05 18:32:28,2024-03-06 08:49:33
1046,user1046,Ashraf Youssef,01052103387,user1046@example.com,minya,minya,True,كهربا,كهربا,24,4.1,68,97.3,True,True,False,45.0,,EGP,2026-01-18 15:37:05,2026-02-22 17:04:18
1048,user1048,Ahmed Ali,01090583309,user1048@example.com,cairo,maadi,True,كمبيوتر,كمبيوتر,2,4.9,177,80.9,True,True,False,60.0,100.0,EGP,2026-01-13 04:41:26,2026-06-11 06:43:04
1049,user1049,Mahmoud Hussein,01054941595,user1049@example.com,alexandria,smouha,False,صيانه منزليه,صيانه منزليه,3,4.4,154,83.4,True,True,False,100.0,100.0,EGP,2025-08-24 11:23:37,2026-05-08 15:24:20
1050,user1050,Laila Naguib,01053136609,user1050@example.com,giza,6th_october,True,صيانه منزليه,صيانه منزليه,18,4.9,83,65.4,True,False,True,35.0,75.0,EGP,2026-03-30 22:16:18,2026-04-30 02:29:13
1053,user1053,Ismail Hussein,01093938382,user1053@example.com,dakahlia,nabaroh,True,نقل عفش,نقل عفش,19,4.2,4,70.3,True,True,False,80.0,120.0,EGP,2024-08-01 02:55:47,2026-02-04 07:32:24
1060,user1060,Mahmoud Ali,01075978123,user1060@example.com,port_said,el_sharq,True,نجاره,نجاره,1,3.4,18,72.6,True,True,False,,150.0,EGP,2026-03-08 12:35:45,2026-03-23 09:18:17
1063,user1063,Amany Khaled,01064044021,user1063@example.com,port_said,port_said,True,نجاره,نجاره,20,4.2,288,68.4,True,True,False,,,EGP,2026-02-04 13:53:17,2026-02-20 03:31:14
1066,user1066,Maged Youssef,01071300688,user1066@example.com,kafr_el_sheikh,desouk,True,نظافه,نظافه,17,3.6,143,67.1,True,True,False,,250.0,EGP,2024-04-23 04:29:55,2026-02-01 22:28:41
1072,user1072,Mona Fouad,01063498334,user1072@example.com,dakahlia,talkha,True,كمبيوتر,كمبيوتر,24,4.1,100,65.9,True,True,False,,,EGP,2026-03-12 18:13:52,2026-03-29 19:26:03
1073,user1073,Ashraf Shaker,01093153138,user1073@example.com,qalyubia,qaha,True,تكييف,تكييف,18,4.5,237,69.7,True,True,False,50.0,50.0,EGP,2024-03-21 13:55:44,2024-07-14 19:27:52
1076,user1076,Amany Omar,01054007398,user1076@example.com,qalyubia,shubra_el_kheima,True,حدائق,حدائق,18,4.1,9,77.2,True,True,False,50.0,120.0,EGP,2026-04-28 11:08:38,2026-04-30 16:43:14
1077,user1077,Maged Omar,01039832632,user1077@example.com,suez,el_arbaeen,True,كهربا,كهربا,5,3.6,252,63.3,False,False,False,100.0,180.0,EGP,2025-06-17 09:02:27,2026-03-08 02:42:48
1079,user1079,Samar Naguib,01036059652,user1079@example.com,aswan,nasr_nuba,True,سباكه,سباكه,23,4.1,219,63.8,False,True,False,35.0,75.0,EGP,2025-05-18 21:37:37,2025-10-05 21:51:30
1080,user1080,Hoda Gamal,01054777065,,ismailia,fayed,True,كمبيوتر,كمبيوتر,8,2.6,12,95.2,True,False,False,45.0,250.0,EGP,2024-04-25 17:55:14,2026-01-19 00:56:28
1084,user1084,Sara Said,01079022241,user1084@example.com,ismailia,abu_sultan,True,تكييف,تكييف,25,2.8,274,74.9,False,False,False,35.0,,EGP,2024-04-03 10:16:06,2026-02-10 18:24:45
1086,user1086,Nour Fahmy,01099833906,user1086@example.com,port_said,el_arab,True,تكييف,تكييف,11,3.4,242,95.7,True,True,False,,,EGP,2025-04-08 22:29:07,2025-04-08 22:29:07
1088,user1088,Mohamed Hassan,01095787279,,luxor,armant,True,صيانه منزليه,صيانه منزليه,18,3.5,160,62.9,True,True,False,40.0,100.0,EGP,2024-02-09 10:49:19,2024-03-24 14:22:29
1090,user1090,Amr Naguib,01092800066,user1090@example.com,luxor,el_tod,True,تكييف,تكييف,7,3.4,112,64.8,True,True,False,25.0,75.0,EGP,2024-10-09 23:00:29,2026-01-11 01:03:27
1093,user1093,Waleed Ali,01017916764,user1093@example.com,minya,minya,True,حدائق,حدائق,6,5.0,139,80.9,True,False,False,,,EGP,2024-07-15 04:38:04,2024-08-04 14:08:46
1094,user1094,Dina Mostafa,01013251476,user1094@example.com,ismailia,el_montaza,True,نقل عفش,نقل عفش,15,4.7,43,62.3,True,False,True,,120.0,EGP,2025-10-07 06:02:29,2026-02-24 01:17:15
1096,user1096,Sameh Hussein,01099896917,user1096@example.com,aswan,new_aswan,True,كمبيوتر,كمبيوتر,13,3.1,154,72.9,True,False,False,100.0,100.0,EGP,2024-02-20 18:54:44,2024-05-04 05:13:13
1100,user1100,Aya Naguib,01096517618,user1100@example.com,qalyubia,tukh,True,كهربا,كهربا,7,4.7,119,75.6,True,True,True,25.0,180.0,EGP,2026-04-19 02:45:25,2026-04-20 07:23:06
1102,user1102,Hussein Nabil,01017440698,,sharqia,belbeis,True,نقل عفش,نقل عفش,16,4.7,276,69.1,True,True,False,,150.0,EGP,2025-11-25 02:54:27,2026-04-12 03:11:24
1103,user1103,Nour Fahmy,01079651607,,port_said,el_zohour,True,دهان,دهان,15,3.4,113,62.7,True,True,True,80.0,250.0,EGP,2026-02-12 03:38:05,2026-03-19 14:55:53
1107,user1107,Hany Omar,01086573377,user1107@example.com,kafr_el_sheikh,baltim,False,نقل عفش,نقل عفش,11,3.6,36,70.9,True,False,True,100.0,,EGP,2024-06-19 01:44:29,2026-02-16 07:46:59
1109,user1109,Laila Mostafa,01091697955,user1109@example.com,matrouh,el_dabaa,True,كمبيوتر,كمبيوتر,16,3.9,141,78.1,False,True,False,60.0,200.0,EGP,2024-01-08 15:09:01,2025-03-22 13:18:30
1111,user1111,Nadia Youssef,,user1111@example.com,giza,dokki,True,كمبيوتر,كمبيوتر,6,3.6,81,74.4,True,True,True,,100.0,EGP,2024-06-24 02:07:04,2024-06-24 02:07:04
1113,user1113,Hassan Naguib,01013048008,,beheira,edku,True,نجاره,نجاره,7,2.6,266,89.4,True,True,False,100.0,250.0,EGP,2025-04-13 07:26:09,2025-12-12 09:26:37
1114,user1114,Maged Fahmy,01048481962,user1114@example.com,ismailia,el_montaza,True,كهربا,كهربا,4,2.6,126,82.9,False,True,False,25.0,150.0,EGP,2025-06-07 18:04:21,2026-04-24 20:49:32
1115,user1115,Laila Ali,01099516588,user1115@example.com,kafr_el_sheikh,desouk,True,نقل عفش,نقل عفش,24,3.2,49,82.7,True,False,False,30.0,,EGP,2025-07-23 16:34:50,2026-04-21 14:26:37
1116,user1116,Mostafa Khaled,01058186321,,kafr_el_sheikh,metoubas,True,نقل عفش,نقل عفش,1,4.2,90,95.5,True,False,False,40.0,250.0,USD,2024-01-27 13:06:24,2025-12-31 06:14:09
1118,user1118,Mona Omar,01021458649,user1118@example.com,suez,el_arbaeen,False,نقل عفش,نقل عفش,14,2.9,241,70.9,True,True,False,,100.0,EGP,2026-05-16 02:09:55,2026-06-08 15:58:46
1119,user1119,Nermeen Khaled,01031286722,user1119@example.com,qalyubia,shubra_el_kheima,True,حدائق,حدائق,6,2.7,299,88.0,True,True,False,25.0,150.0,EGP,2024-07-15 11:37:10,2025-09-02 10:39:28
1131,user1131,Nadia Said,01045258217,,sharqia,zagazig,True,نقل عفش,نقل عفش,8,3.3,226,97.3,True,True,False,40.0,,EGP,2025-11-25 06:48:34,2026-04-16 08:22:29
1134,user1134,Nadia Adel,01029923261,user1134@example.com,port_said,port_said,True,نظافه,نظافه,24,4.0,160,82.5,True,True,False,45.0,75.0,EGP,2025-10-06 00:31:24,2026-05-02 08:22:32
1135,user1135,Sherine Ibrahim,01068638880,user1135@example.com,alexandria,montaza,True,سباكه,سباكه,24,3.4,197,63.1,True,False,True,35.0,50.0,EGP,2026-01-15 11:39:57,2026-01-16 05:29:33
1136,user1136,Sameh Tawfik,01045448743,user1136@example.com,ismailia,fayed,True,حدائق,حدائق,10,3.5,226,99.0,False,False,False,25.0,75.0,EGP,2025-03-25 02:38:54,2026-04-04 10:43:55
1137,user1137,Ibrahim Tawfik,01033022123,user1137@example.com,dakahlia,mansoura,True,سباكه,سباكه,16,4.8,11,81.6,True,False,True,75.0,75.0,EGP,2024-11-28 23:15:29,2025-04-03 21:28:15
1139,user1139,Mostafa Ali,01094015019,user1139@example.com,kafr_el_sheikh,metoubas,True,نقل عفش,نقل عفش,11,4.3,238,85.4,True,True,False,40.0,,EGP,2024-08-15 17:51:49,2024-08-15 17:51:49
1147,user1147,Amany Fouad,01092114934,user1147@example.com,alexandria,borg_el_arab,True,تكييف,تكييف,8,4.4,87,67.8,True,True,False,100.0,250.0,EGP,2025-10-16 23:35:57,2025-11-16 21:16:02
1149,user1149,Ahmed Hamdy,01039796682,user1149@example.com,qalyubia,qalyub,True,سباكه,سباكه,3,3.0,243,69.2,True,False,False,60.0,75.0,EGP,2025-03-03 12:50:31,2026-02-01 18:15:55
1150,user1150,Khaled Rashid,01080760834,user1150@example.com,ismailia,el_montaza,True,كمبيوتر,كمبيوتر,15,3.8,194,66.9,True,False,False,80.0,,USD,2024-03-04 19:52:09,2026-04-09 15:42:39
1153,user1153,Sherif Fahmy,01032222880,user1153@example.com,sohag,tahta,True,كهربا,كهربا,2,3.6,82,99.6,True,True,False,,100.0,EGP,2026-05-14 04:08:06,2026-05-20 03:49:31
1156,user1156,Aya Youssef,01046355566,,damietta,farskour,True,كمبيوتر,كمبيوتر,15,4.7,9,84.3,True,False,False,75.0,150.0,EGP,2024-01-05 10:18:49,2026-05-15 06:33:23
1159,user1159,Ramy Samy,01074123420,user1159@example.com,beni_suef,beni_suef,True,نظافه,نظافه,5,3.6,266,76.6,False,True,False,,180.0,USD,2024-06-20 21:10:52,2024-07-04 07:12:25
1161,user1161,Sherine Adel,01023422888,user1161@example.com,damietta,el_zarqa,True,تكييف,تكييف,4,2.8,193,80.5,True,False,False,,250.0,EGP,2024-11-17 18:47:46,2026-05-16 08:59:38
1163,user1163,Amany Rashid,01084726038,user1163@example.com,kafr_el_sheikh,baltim,True,دهان,دهان,17,4.1,64,90.4,True,True,False,,180.0,EGP,2024-10-04 22:54:08,2025-03-20 20:49:59
1164,user1164,Ahmed Naguib,01075770619,user1164@example.com,alexandria,miami,True,كمبيوتر,كمبيوتر,22,3.9,251,95.5,True,False,False,45.0,,EGP,2025-11-07 23:57:01,2025-11-07 23:57:01
