id,status,urgency,category,category_ar,client_username,client_name,client_phone,worker_username,worker_name,worker_phone,address,latitude,longitude,commission,created_at,accepted_at,completed_at,cancelled_at
1578,PROCESSING,URGENT,صيانه منزليه,صيانه منزليه,user910,Ghada Nabil,01069883280,user4554,Fatima Ibrahim,01059012697,,30.560282,25.675605,42.26,2025-08-19 06:34:43,2025-08-19 15:13:23,,
1579,COMPLETED,NORMAL,تكييف,تكييف,user4615,Hussein Omar,01039681988,user1030,Mahmoud Ibrahim,01066139112,129 Ave,27.522884,28.625671,20.03,2025-04-19 12:49:50,2025-04-19 21:55:40,2025-04-20 00:12:21,
1580,COMPLETED,NORMAL,حدائق,حدائق,user2717,Yasmin Adel,01022596398,user4905,Aya Rashid,01045318545,45 St,29.126523,29.725198,82.38,2024-10-20 05:37:27,2024-10-20 12:04:28,2024-10-20 13:11:02,
1581,COMPLETED,HIGH,سباكه,سباكه,user4406,Tarek Nabil,01097977137,user3538,Rania Tawfik,01033138395,162 Rd,24.373801,25.878342,94.78,2025-03-18 00:35:57,2025-03-18 00:53:21,2025-03-18 13:12:04,
1582,COMPLETED,HIGH,نقل عفش,نقل عفش,user1006,Marwa Ali,,user4205,Omar Ibrahim,01058234387,,25.914339,26.491396,37.79,2026-04-23 17:48:16,2026-04-23 23:58:48,2026-04-24 20:50:08,
1583,COMPLETED,NORMAL,كهربا,كهربا,user406,Ramy Rashid,01029214803,user2217,Ismail Said,01072734927,169 Ave,25.429795,33.144121,137.86,2025-03-31 19:02:31,2025-03-31 20:45:35,2025-04-02 00:42:21,
1584,COMPLETED,URGENT,دهان,دهان,user4506,Mohamed Adel,01049875451,user4304,Ghada Rashid,01012081516,,30.546678,34.301654,93.68,2026-03-30 11:09:15,2026-03-31 03:00:35,2026-04-01 12:16:12,
1585,CANCELLED,NORMAL,كهربا,كهربا,user3448,Nermeen Adel,01055722671,user3154,Hoda Ibrahim,01059609009,179 Ave,30.554792,31.25847,135.99,2025-03-13 13:43:13,2025-03-13 14:10:27,,2025-03-13 15:54:10
1586,COMPLETED,NORMAL,كهربا,كهربا,user3188,Amany Gamal,01060432703,user4354,Hussein Hussein,01088198258,171 Ave,24.665967,34.416521,92.39,2025-09-08 23:23:48,2025-09-09 16:06:49,2025-09-10 12:59:00,
1587,COMPLETED,NORMAL,نقل عفش,نقل عفش,user2355,Rania Fouad,01096783467,user2815,Nour Said,01057327826,109 St,25.808904,26.858048,86.01,2025-01-17 05:40:30,2025-01-17 09:43:35,2025-01-17 21:57:10,
1588,CANCELLED,HIGH,نجاره,نجاره,user3937,Nermeen Ibrahim,01075221722,user416,Ghada Gamal,01062487600,44 Ave,28.761081,31.542477,35.19,2025-02-25 04:48:02,2025-02-25 05:04:08,,2025-02-25 12:30:06
1589,COMPLETED,NORMAL,دهان,دهان,user3245,Emad Hussein,01033739970,user780,Samar Youssef,01047056223,170 Ave,28.935771,28.080596,104.94,2026-02-24 21:56:33,,,
1590,PENDING,HIGH,صيانه منزليه,صيانه منزليه,user4193,Nour Ali,01086654858,user3548,Ismail Naguib,01030718522,,31.40853,29.30423,135.25,2025-12-09 22:38:32,2025-12-09 23:17:06,,
1591,CANCELLED,NORMAL,سباكه,سباكه,user2232,Fatima Naguib,01043330607,user4539,Mona Youssef,01043352535,192 Ave,31.424287,28.830399,123.32,2025-04-23 00:29:04,2025-04-23 06:00:30,,2025-04-23 00:32:05
1592,COMPLETED,HIGH,صيانه منزليه,صيانه منزليه,user711,Nermeen Hussein,01082172776,user4393,Samar Hussein,01098203261,10 Rd,27.760993,31.384962,142.44,2024-11-05 12:33:14,2024-11-05 15:15:16,2024-11-06 02:23:39,
1593,CANCELLED,NORMAL,نقل عفش,نقل عفش,user4972,Hussein Mostafa,01044087008,user3738,Nour Adel,01027291597,108 Ave,27.49174,32.915299,76.82,2026-01-27 05:48:07,2026-01-27 08:08:41,,2026-01-27 10:23:49
1594,CANCELLED,NORMAL,نجاره,نجاره,user2482,Omar Rashid,01086502138,user343,Karim Shaker,01037012825,,29.713213,35.599536,94.44,2025-11-14 02:08:03,2025-11-14 03:00:40,,2025-11-14 03:16:27
1595,COMPLETED,HIGH,حدائق,حدائق,user3055,Karim Rashid,01098227576,user32,Maged Hamdy,,30 Rd,28.200141,27.665042,52.55,2025-12-05 20:55:40,2025-12-06 13:16:09,2025-12-07 03:28:41,
1596,COMPLETED,HIGH,كمبيوتر,كمبيوتر,user2991,Hoda Rashid,01033861217,user1531,Rania Fahmy,01088598201,,24.832394,35.705109,109.27,2024-11-07 14:55:38,2024-11-08 10:49:57,2024-11-09 05:45:09,
1597,PENDING,NORMAL,دهان,دهان,user728,Emad Fahmy,01069839681,user4767,Nadia Fahmy,01084298458,,27.856575,27.431864,113.01,2024-12-09 07:00:54,,,
1598,PROCESSING,URGENT,حدائق,حدائق,user4976,Mahmoud Rashid,01012491056,user2133,Omar Gamal,01042474543,122 St,25.332711,30.606843,149.99,2025-04-20 07:30:33,2025-04-20 19:39:26,,
1599,CANCELLED,HIGH,تكييف,تكييف,user2205,Nermeen Fouad,01069734090,user4577,Ramy Fahmy,01022700770,,28.122717,28.208479,127.21,2025-03-20 06:41:12,2025-03-20 07:30:43,,2025-03-20 10:23:19
1600,PROCESSING,NORMAL,سباكه,سباكه,user93,Mahmoud Said,01087311859,user4231,Omar Nabil,01064189484,52 St,31.462483,25.650635,50.39,2025-07-03 13:49:59,,,
1601,COMPLETED,NORMAL,كهربا,كهربا,user2332,Yasmin Hussein,01025131684,user3700,Sameh Fahmy,01096069088,,29.040894,28.102925,96.06,2024-12-28 02:18:45,,,
1602,COMPLETED,NORMAL,نظافه,نظافه,user370,Aya Naguib,01039159454,user673,Maha Ibrahim,01027247299,123 St,27.794879,33.208236,102.92,2025-11-03 15:17:26,,,
1603,COMPLETED,NORMAL,تكييف,تكييف,user3899,Mostafa Fouad,01014674710,user343,Karim Shaker,01037012825,,29.975543,30.243473,48.41,2025-09-04 15:54:37,2025-09-04 18:07:45,2025-09-05 21:58:09,
1604,COMPLETED,NORMAL,كمبيوتر,كمبيوتر,user924,Youssef Hussein,01050056231,user3189,Fatima Shaker,01091461995,41 Rd,26.212774,26.280588,115.07,2025-10-09 15:11:15,2025-10-09 15:15:23,2025-10-09 19:57:53,
1605,COMPLETED,NORMAL,دهان,دهان,user265,Fatima Rashid,01085102924,user3701,Aya Fahmy,01070344473,82 Ave,25.719968,34.342856,87.21,2024-12-07 02:45:26,2024-12-07 10:11:18,2024-12-08 13:33:59,
1606,COMPLETED,NORMAL,سباكه,سباكه,user3491,Khaled Hamdy,,user4510,Ali Youssef,01013870620,,24.3377,30.775355,28.87,2025-11-15 21:39:35,2025-11-16 08:33:42,2025-11-18 01:41:48,
1607,COMPLETED,HIGH,تكييف,تكييف,user336,Sherine Fahmy,01079749603,user1370,Reem Mostafa,01099250285,24 Ave,25.628853,32.538683,18.76,2025-01-28 18:30:04,,,
1608,CANCELLED,HIGH,صيانه منزليه,صيانه منزليه,user2157,Sherine Hussein,,user3227,Nour Ibrahim,01069767807,161 Rd,25.553227,35.079109,36.04,2025-10-19 18:14:14,2025-10-19 18:57:41,,2025-10-19 18:25:17
1609,PROCESSING,NORMAL,كهربا,كهربا,user788,Hany Khaled,01090492828,user4556,Hany Youssef,01030062171,136 Ave,25.318877,28.251994,146.43,2025-09-23 00:51:51,2025-09-23 04:16:49,,
1610,PENDING,URGENT,نجاره,نجاره,user4765,Rania Naguib,01066264614,user2707,Maged Hassan,01021773592,43 Ave,25.334521,32.497722,110.2,2024-11-28 06:34:55,2024-11-28 22:08:26,,
1611,CANCELLED,NORMAL,دهان,دهان,user4455,Mahmoud Youssef,01092821658,user2572,Mostafa Ibrahim,01027117416,63 Ave,30.783059,28.733729,119.87,2025-01-16 12:30:11,,,2025-01-16 14:15:24
1612,PROCESSING,HIGH,نظافه,نظافه,user3068,Hany Ali,01081564006,user2800,Hoda Khaled,01018571345,,31.083082,25.803664,28.86,2025-10-09 01:00:35,2025-10-09 01:50:04,,
1613,PROCESSING,NORMAL,دهان,دهان,user3246,Ali Shaker,01058794012,user3631,Yasmin Khaled,01055903269,129 St,25.670474,28.462127,51.2,2025-11-06 08:13:55,2025-11-06 10:35:36,,
1614,CANCELLED,NORMAL,صيانه منزليه,صيانه منزليه,user2400,Ahmed Hussein,01057489023,user1635,Heba Mostafa,01019476055,100 St,27.601642,26.230533,141.23,2025-08-04 19:30:14,2025-08-04 23:01:47,,2025-08-05 03:07:22
1615,COMPLETED,NORMAL,كهربا,كهربا,user1982,Hassan Adel,01090255641,user947,Hassan Hussein,01052943014,,28.850561,27.51679,123.38,2025-10-05 17:28:24,2025-10-06 04:36:22,2025-10-06 16:23:27,
1616,COMPLETED,HIGH,نجاره,نجاره,user3080,Omar Fouad,01034244164,user311,Fatima Gamal,01089138026,56 Rd,28.683004,27.156195,100.32,2025-02-02 18:39:58,,,
1617,CANCELLED,NORMAL,نقل عفش,نقل عفش,user144,Hoda Nabil,01052493026,user1506,Yasmin Rashid,01069132249,41 Ave,26.086626,30.005397,97.52,2024-12-28 13:07:06,2024-12-28 21:44:47,,2024-12-28 20:28:39
1618,PENDING,NORMAL,نجاره,نجاره,user3188,Amany Gamal,01060432703,user3536,Mahmoud Fahmy,01037108827,98 St,28.240651,30.58148,61.46,2024-12-02 17:30:04,2024-12-03 05:26:00,,
1619,CANCELLED,NORMAL,دهان,دهان,user4846,Nadia Hassan,01057504652,user4690,Marwa Mostafa,01027619120,,24.929262,29.898544,36.9,2025-10-21 23:15:40,2025-10-22 01:43:07,,2025-10-21 23:28:24
1620,PROCESSING,NORMAL,دهان,دهان,user1999,Maged Omar,01098909550,user194,Tarek Ibrahim,01087862305,25 Rd,28.50987,26.324192,139.76,2025-10-31 17:02:40,2025-10-31 18:50:08,,
1621,PENDING,NORMAL,دهان,دهان,user3083,Mona Fouad,01077862064,user3189,Fatima Shaker,01091461995,,28.797892,31.051627,85.77,2026-01-12 12:41:18,2026-01-12 13:12:37,,
1622,COMPLETED,HIGH,كمبيوتر,كمبيوتر,user2564,Hany Hassan,01066964115,user2333,Nadia Khaled,01036607759,,29.795545,33.040885,146.08,2026-04-30 06:26:09,2026-04-30 07:48:48,2026-05-01 03:30:44,
1623,COMPLETED,URGENT,كمبيوتر,كمبيوتر,user4571,Heba Fahmy,01087402240,user1233,Sherine Ali,01084596315,,30.125701,30.075716,139.88,2025-06-10 04:54:55,,,
1624,COMPLETED,HIGH,تكييف,تكييف,user2043,Ibrahim Khaled,01099353132,user1649,Hassan Mostafa,01097098117,,31.05705,33.596864,105.1,2026-02-11 21:00:36,2026-02-12 03:24:32,2026-02-13 00:02:01,
1625,COMPLETED,NORMAL,كمبيوتر,كمبيوتر,user435,Sherine Samy,01068916214,user2908,Ismail Adel,01049214683,87 Rd,27.714607,30.048244,96.01,2025-05-03 05:32:15,2025-05-03 06:39:11,2025-05-03 12:35:30,
1626,PENDING,NORMAL,كمبيوتر,كمبيوتر,user4287,Emad Rashid,01040860614,user1639,Samar Ali,01037828082,,28.356711,27.101964,91.15,2025-05-27 22:51:04,2025-05-28 12:39:07,,
1627,CANCELLED,NORMAL,دهان,دهان,user504,Mostafa Youssef,01087628449,user1060,Mahmoud Ali,01075978123,103 St,30.378843,27.048957,104.17,2026-02-11 12:20:24,2026-02-11 17:09:49,,2026-02-11 16:36:48
1628,COMPLETED,HIGH,سباكه,سباكه,user3508,Ahmed Fahmy,01059350616,user3948,Karim Samy,01089882045,60 Rd,28.773803,31.61957,32.53,2026-05-17 15:54:52,2026-05-17 16:54:29,2026-05-17 18:59:49,
1629,COMPLETED,NORMAL,صيانه منزليه,صيانه منزليه,user3263,Laila Hamdy,01048855133,user4870,Laila Samy,01046463478,,25.709112,28.616216,120.67,2025-08-16 02:50:58,2025-08-16 06:35:55,2025-08-16 08:43:25,
1630,COMPLETED,NORMAL,نظافه,نظافه,user1821,Ahmed Fouad,01026785489,user2204,Ali Fahmy,01059993132,110 St,28.670072,26.527302,97.85,2024-11-22 04:35:44,2024-11-22 13:15:07,2024-11-24 05:21:58,
1631,PROCESSING,NORMAL,نقل عفش,نقل عفش,user2614,Emad Mostafa,01033151102,user1853,Yasmin Samy,01070022936,125 Ave,29.15248,30.020912,98.65,2025-06-15 21:55:20,2025-06-15 23:50:06,,
1632,COMPLETED,NORMAL,كهربا,كهربا,user3318,Samar Fouad,01072330652,user493,Marwa Omar,01047596710,59 St,29.373182,30.965097,61.11,2025-03-03 18:56:47,2025-03-04 11:53:16,2025-03-04 20:49:22,
1633,CANCELLED,HIGH,دهان,دهان,user2245,Mostafa Fouad,01076413353,user3657,Mona Ali,01077789197,151 St,29.050538,25.676165,76.15,2026-04-06 23:29:22,2026-04-07 01:41:01,,2026-04-07 00:22:50
1634,CANCELLED,NORMAL,نظافه,نظافه,user3430,Maged Khaled,,user4578,Sameh Mostafa,01065229224,143 St,31.236535,28.815994,97.12,2026-02-15 03:10:43,2026-02-15 13:07:05,,2026-02-15 06:17:28
1635,COMPLETED,URGENT,صيانه منزليه,صيانه منزليه,user137,Nadia Tawfik,01072464469,user416,Ghada Gamal,01062487600,76 Rd,30.63988,25.452226,130.05,2026-04-18 14:56:20,,,
1636,COMPLETED,NORMAL,صيانه منزليه,صيانه منزليه,user3588,Heba Nabil,01078279733,user4386,Tarek Samy,01043641178,,30.970454,26.442278,30.46,2025-05-16 23:22:22,,,
1637,PROCESSING,URGENT,كمبيوتر,كمبيوتر,user1421,Yasmin Nabil,01060089292,user1690,Laila Rashid,01019257341,,25.877479,25.702021,21.98,2025-01-17 22:57:52,2025-01-18 01:32:52,,
1638,COMPLETED,NORMAL,نظافه,نظافه,user75,Rania Nabil,01072866875,user872,Laila Samy,01058139696,111 Rd,26.95138,25.889763,40.5,2026-02-20 15:24:12,2026-02-21 06:55:13,2026-02-21 06:55:32,
1639,PROCESSING,NORMAL,نقل عفش,نقل عفش,user4827,Samar Fouad,01066653716,user3724,Emad Omar,01023452969,30 St,26.18007,30.940748,100.32,2025-07-29 16:05:04,2025-07-29 20:30:46,,
1640,PROCESSING,HIGH,صيانه منزليه,صيانه منزليه,user2898,Noha Rashid,01037725187,user1302,Sherif Nabil,01091532029,62 Rd,24.678604,26.331967,141.9,2025-09-27 20:28:43,2025-09-27 22:02:12,,
1641,CANCELLED,NORMAL,نقل عفش,نقل عفش,user2809,Mohamed Shaker,01081871634,user2884,Ghada Tawfik,01094927134,102 Rd,25.79757,29.379285,75.79,2025-01-01 05:49:32,2025-01-01 10:39:19,,2025-01-01 09:39:50
1642,PENDING,HIGH,نظافه,نظافه,user51,Hassan Youssef,,user4835,Sherif Shaker,01094856640,90 St,25.78349,26.420177,135.28,2025-11-12 06:33:36,2025-11-12 09:22:47,,
1643,CANCELLED,NORMAL,كمبيوتر,كمبيوتر,user4951,Ghada Gamal,01054272794,user67,Ahmed Gamal,01076893545,157 Rd,27.491862,28.372043,98.76,2024-10-04 05:24:16,2024-10-04 06:41:43,,2024-10-04 11:07:17
1644,COMPLETED,URGENT,نقل عفش,نقل عفش,user3027,Reem Fouad,01018212671,user373,Emad Tawfik,01031658249,56 Ave,29.724912,28.929358,118.14,2025-07-05 21:57:04,2025-07-06 02:59:39,2025-07-06 19:55:36,
1645,COMPLETED,NORMAL,دهان,دهان,user4417,Heba Khaled,01092546596,user2740,Hussein Youssef,01055434240,,25.361435,26.13379,17.02,2025-05-08 07:52:10,2025-05-09 03:46:26,2025-05-09 05:11:42,
1646,CANCELLED,HIGH,حدائق,حدائق,user1085,Ghada Hassan,01088325053,user180,Youssef Khaled,01093070162,196 St,30.143334,26.057896,121.99,2025-08-13 15:49:00,,,2025-08-13 17:55:41
1647,PENDING,NORMAL,حدائق,حدائق,user824,Marwa Hassan,01098139894,user2226,Mona Omar,01028554878,,29.495254,32.42345,47.5,2025-02-09 17:28:41,2025-02-09 18:18:23,,
1648,PROCESSING,NORMAL,دهان,دهان,user3529,Khaled Samy,01072143971,user2449,Noha Nabil,01032293530,106 Ave,29.426641,32.861937,78.13,2025-08-31 15:20:58,2025-08-31 17:37:27,,
1649,COMPLETED,URGENT,كمبيوتر,كمبيوتر,user3790,Mona Tawfik,01018281364,user1737,Ayman Hussein,01046493377,32 Rd,28.680258,32.638248,125.65,2024-12-31 16:44:00,2025-01-01 03:42:23,2025-01-01 21:50:01,
1650,CANCELLED,NORMAL,نظافه,نظافه,user3312,Karim Shaker,01073060026,user515,Maged Rashid,01070895423,,28.182651,30.028325,116.56,2025-07-06 23:56:45,2025-07-07 00:18:10,,2025-07-07 00:29:39
1651,PROCESSING,NORMAL,نجاره,نجاره,user4526,Mostafa Hamdy,01033447052,user2939,Heba Rashid,01056402546,,27.732976,31.613861,94.52,2025-02-25 18:20:10,2025-02-25 22:05:38,,
1652,PROCESSING,HIGH,حدائق,حدائق,user2191,Maha Adel,01084572844,user4203,Hassan Gamal,01097238171,115 Rd,25.854894,26.992181,44.36,2024-10-22 01:01:47,2024-10-22 14:27:31,,
1653,PROCESSING,URGENT,تكييف,تكييف,user1133,Amany Samy,01040021918,user222,Maged Mostafa,01022184193,130 Ave,24.471029,35.724207,115.69,2025-02-25 00:20:28,2025-02-25 03:18:59,,
1654,COMPLETED,HIGH,تكييف,تكييف,user1112,Sameh Mostafa,01067908044,user4431,Samar Adel,01060575635,134 Rd,28.175231,32.406613,125.74,2024-10-05 09:43:59,2024-10-05 13:27:15,2024-10-05 19:58:19,
1655,PENDING,URGENT,كهربا,كهربا,user3348,Aya Adel,01044042397,user4614,Sherine Fahmy,01071237975,,24.341094,29.868649,20.01,2025-06-28 21:23:55,,,
1656,PENDING,NORMAL,سباكه,سباكه,user4178,Hany Ibrahim,01063709134,user201,Hussein Youssef,01052496800,141 St,27.258303,30.023086,29.48,2025-05-16 22:53:25,2025-05-17 10:05:47,,
1657,COMPLETED,NORMAL,كهربا,كهربا,user4642,Ismail Adel,01079577693,user4607,Sara Tawfik,01074799493,,24.568012,26.006931,92.34,2024-12-09 04:28:27,2024-12-09 05:27:10,2024-12-09 14:45:41,
1658,COMPLETED,HIGH,كمبيوتر,كمبيوتر,user3258,Ghada Said,01010588283,user917,Heba Naguib,01034967191,20 St,30.333892,35.147454,59.53,2024-10-09 22:33:03,2024-10-09 23:35:07,2024-10-10 18:19:55,
1659,COMPLETED,HIGH,نقل عفش,نقل عفش,user3555,Khaled Shaker,01082622819,user3627,Hussein Hamdy,01021101754,159 St,24.732595,25.085439,95.35,2025-02-12 14:18:08,2025-02-12 21:47:23,2025-02-13 15:05:12,
1660,CANCELLED,HIGH,كهربا,كهربا,user826,Marwa Youssef,01084139544,user2813,Noha Nabil,01091408918,40 St,29.505843,28.803616,121.23,2025-06-11 12:23:03,2025-06-11 16:19:56,,2025-06-11 19:43:03
1661,CANCELLED,URGENT,نظافه,نظافه,user4989,Heba Omar,01044339920,user4908,Nour Hassan,01073634251,106 Ave,24.328369,33.315311,111.78,2024-11-16 19:42:00,2024-11-16 20:35:02,,2024-11-17 00:54:15
1662,COMPLETED,NORMAL,حدائق,حدائق,user1677,Ismail Fouad,01096844331,user78,Ibrahim Hussein,01033976493,,26.923531,35.345991,114.2,2026-03-11 14:58:59,,,
1663,COMPLETED,NORMAL,تكييف,تكييف,user249,Maged Hamdy,01087902618,user4865,Fatima Rashid,01070205541,,27.176583,27.036635,105.59,2025-07-19 11:31:03,2025-07-19 15:41:57,2025-07-21 01:20:06,
1664,CANCELLED,NORMAL,كمبيوتر,كمبيوتر,user4293,Ramy Samy,01074046810,user4822,Fatima Gamal,01020762437,199 St,29.415658,32.090066,82.17,2025-04-22 23:39:25,2025-04-23 08:10:53,,2025-04-23 01:08:47
1665,COMPLETED,NORMAL,نظافه,نظافه,user3497,Ahmed Mostafa,01095404832,user2820,Emad Mostafa,01074702925,,24.928192,28.427015,50.75,2025-06-10 11:38:10,2025-06-10 16:25:33,2025-06-10 21:13:18,
1666,COMPLETED,URGENT,حدائق,حدائق,user3643,Fatima Tawfik,01068829924,user48,Mostafa Khaled,01011129926,,24.897418,31.040666,19.06,2025-07-08 00:11:29,2025-07-08 12:03:58,2025-07-08 12:14:57,
1667,COMPLETED,URGENT,صيانه منزليه,صيانه منزليه,user4400,Ali Khaled,01084521756,user3839,Sara Fahmy,01012662692,92 Ave,24.028421,27.544621,87.32,2025-02-06 11:18:42,2025-02-06 22:13:19,2025-02-07 17:31:23,
1668,COMPLETED,HIGH,كمبيوتر,كمبيوتر,user1620,Fatima Fahmy,01084818054,user4880,Hussein Hassan,01067452166,23 Ave,28.956826,32.360354,120.07,2025-02-19 13:37:39,2025-02-19 22:27:42,2025-02-20 16:01:38,
1669,PENDING,NORMAL,كهربا,كهربا,user1919,Emad Omar,01015009362,user2590,Maged Hassan,01050804570,194 Rd,25.064007,25.811151,27.49,2025-05-28 22:57:23,2025-05-29 05:00:17,,
1670,COMPLETED,NORMAL,نجاره,نجاره,user245,Omar Youssef,01068436893,user3313,Tarek Shaker,01021890853,,24.647383,31.864499,23.28,2025-01-16 09:27:21,2025-01-16 09:28:04,2025-01-16 20:08:05,
1671,CANCELLED,NORMAL,سباكه,سباكه,user1907,Sherif Fahmy,01015862765,user2581,Marwa Mostafa,01095115640,135 Ave,29.98695,27.688574,81.84,2024-10-20 02:26:27,2024-10-20 02:49:55,,2024-10-20 05:40:31
1672,COMPLETED,HIGH,صيانه منزليه,صيانه منزليه,user256,Hoda Fouad,01013670974,user3043,Khaled Shaker,01041707979,52 Ave,24.404841,29.62605,39.36,2025-11-26 06:05:47,2025-11-26 07:47:37,2025-11-26 17:24:08,
1673,PENDING,URGENT,حدائق,حدائق,user3660,Hoda Rashid,01083645906,user3896,Tarek Ali,01053248576,12 St,25.359796,29.220858,40.88,2025-08-12 08:33:31,2025-08-13 02:48:51,,
1674,CANCELLED,NORMAL,صيانه منزليه,صيانه منزليه,user3377,Ismail Mostafa,01044412131,user398,Nermeen Adel,01032902142,,29.065171,28.862217,125.31,2025-10-10 19:55:46,2025-10-11 08:54:08,,2025-10-11 01:04:20
1675,CANCELLED,NORMAL,كمبيوتر,كمبيوتر,user348,Ahmed Youssef,01024894008,user359,Nour Hamdy,01063352256,3 Ave,27.819106,32.067958,93.13,2025-10-03 04:32:10,2025-10-03 12:35:43,,2025-10-03 09:40:02
1676,COMPLETED,NORMAL,نجاره,نجاره,user12,Hussein Omar,01036082023,user1935,Omar Said,01080707260,138 Rd,30.046377,35.577211,93.47,2025-02-13 14:24:54,2025-02-13 15:08:49,2025-02-14 21:55:51,
1677,CANCELLED,URGENT,كهربا,كهربا,user1040,Reem Ibrahim,01049514706,user3650,Noha Khaled,01040594151,101 Ave,31.2583,29.460231,19.7,2025-01-31 11:17:35,2025-01-31 12:20:35,,2025-01-31 13:15:28
1678,COMPLETED,HIGH,نقل عفش,نقل عفش,user1460,Khaled Hussein,01069314812,user254,Amr Mostafa,01068900892,90 Ave,25.217332,28.887223,95.31,2025-12-24 14:24:46,2025-12-24 17:25:59,2025-12-25 03:27:48,
1679,COMPLETED,NORMAL,كهربا,كهربا,user2640,Khaled Ibrahim,01072282055,user3173,Mohamed Ali,01079438854,76 Rd,28.644219,31.979352,55.97,2025-05-04 11:27:17,,,
1680,PENDING,NORMAL,نظافه,نظافه,user3764,Khaled Hamdy,01033027788,user3210,Mohamed Gamal,,,30.766518,32.814353,121.88,2025-09-10 11:25:21,2025-09-10 13:05:10,,
1681,COMPLETED,NORMAL,تكييف,تكييف,user1427,Ismail Rashid,01073433176,user1993,Amany Shaker,01092321426,96 Ave,24.278305,26.664472,76.39,2025-02-22 01:25:16,2025-02-22 02:02:42,2025-02-22 02:47:29,
1682,COMPLETED,NORMAL,كمبيوتر,كمبيوتر,user350,Noha Fahmy,01042822896,user2247,Heba Rashid,01028298017,36 Ave,30.81677,35.666112,77.37,2024-11-10 05:53:27,2024-11-10 13:59:09,2024-11-11 07:47:30,
1683,PENDING,URGENT,نجاره,نجاره,user3328,Nermeen Tawfik,,user4568,Waleed Ali,01039699812,92 Rd,26.417076,33.906825,75.15,2025-12-04 10:39:27,2025-12-04 12:33:58,,
1684,COMPLETED,HIGH,صيانه منزليه,صيانه منزليه,user4442,Waleed Naguib,01070878110,user2158,Hussein Fahmy,,154 St,27.412645,34.440003,32.66,2025-11-30 17:44:18,2025-11-30 19:31:56,2025-12-01 05:16:36,
1685,COMPLETED,NORMAL,نجاره,نجاره,user2010,Mostafa Ibrahim,01063570579,user2225,Youssef Hamdy,,95 St,26.81848,34.66578,113.81,2025-01-08 01:49:01,,,
1686,CANCELLED,URGENT,كمبيوتر,كمبيوتر,user2619,Mahmoud Hamdy,01043933878,user2738,Amany Nabil,01086010158,188 Ave,24.514066,31.234687,91.85,2025-08-09 21:50:41,2025-08-10 06:39:45,,2025-08-09 22:02:40
1687,PENDING,NORMAL,تكييف,تكييف,user1099,Waleed Naguib,01041736415,user1868,Emad Ali,01098306356,,26.818649,30.043628,102.31,2025-06-29 10:30:26,2025-06-29 16:44:40,,
1688,CANCELLED,NORMAL,كمبيوتر,كمبيوتر,user3953,Mahmoud Khaled,01061012903,user1299,Reem Tawfik,01056944606,37 Rd,27.841861,28.752095,25.75,2025-04-24 03:48:12,2025-04-24 16:18:25,,2025-04-24 04:40:55
1689,CANCELLED,HIGH,نجاره,نجاره,user548,Ahmed Nabil,01040640252,user3974,Nermeen Rashid,01024569033,,27.87278,27.455014,85.35,2025-04-18 17:53:08,2025-04-18 23:18:57,,2025-04-18 20:54:33
1690,COMPLETED,NORMAL,نجاره,نجاره,user4107,Ghada Fahmy,01038556223,user3686,Maha Fahmy,01090913186,64 Rd,26.888121,31.846873,132.16,2025-07-13 13:07:34,2025-07-14 00:04:51,2025-07-14 21:47:05,
1691,PROCESSING,HIGH,صيانه منزليه,صيانه منزليه,user212,Ghada Omar,01042849824,user1831,Maha Fahmy,01037287550,,26.68502,26.302037,119.41,2025-08-02 10:27:01,,,
1692,COMPLETED,NORMAL,حدائق,حدائق,user2792,Samar Naguib,01094795600,user1377,Tarek Ali,01028411972,,30.05729,28.38934,93.06,2024-10-02 06:31:51,2024-10-02 10:14:32,2024-10-03 11:28:15,
1693,COMPLETED,NORMAL,تكييف,تكييف,user827,Nermeen Khaled,01024367955,user4366,Samar Khaled,01091541438,,29.388718,30.797266,101.94,2025-06-09 05:37:46,2025-06-09 20:41:25,2025-06-10 08:26:27,
1694,COMPLETED,NORMAL,سباكه,سباكه,user2532,Omar Ibrahim,01052883169,user4909,Aya Ibrahim,01023122546,102 Ave,27.26162,25.519359,121.49,2025-09-26 02:36:49,2025-09-26 19:01:26,2025-09-27 02:58:41,
1695,CANCELLED,NORMAL,نظافه,نظافه,user4049,Sherif Fahmy,01016670466,user959,Nour Ali,01044654107,129 St,26.975004,27.110705,85.33,2024-10-31 08:03:43,2024-10-31 08:57:19,,2024-10-31 08:25:03
1696,COMPLETED,NORMAL,صيانه منزليه,صيانه منزليه,user1706,Amany Hussein,01087881130,user898,Reem Fouad,01098719102,94 St,29.025644,27.672308,123.23,2025-01-25 03:46:37,2025-01-25 07:38:28,2025-01-25 07:42:02,
1697,COMPLETED,NORMAL,نظافه,نظافه,user1480,Heba Hussein,01064569208,user905,Hassan Omar,01017315154,68 Rd,25.778747,26.626622,139.11,2025-06-12 06:12:59,2025-06-12 10:05:24,2025-06-12 18:55:23,
1698,COMPLETED,URGENT,نقل عفش,نقل عفش,user3794,Mohamed Omar,01075991483,user1437,Mohamed Rashid,01081012790,140 Ave,27.841609,26.550657,68.66,2025-01-12 10:28:58,2025-01-12 17:43:43,2025-01-13 20:20:06,
